Suburb,Postcode,Lat,Lng,Domain_id,medianSoldPrice,numberSold,highestSoldPrice,lowestSoldPrice,medianSaleListingPrice,numberSaleListing,highestSaleListingPrice,lowestSaleListingPrice,auctionNumberAuctioned,auctionNumberSold,auctionNumberWithdrawn,daysOnMarket,medianRentListingPrice,numberRentListing,highestRentListingPrice,lowestRentListingPrice
Powelltown,3797,-37.8447909,145.702282,33347,,,,,,,,,,,,,,,,
Powlett Plains,3517,-36.515547,143.8671868,33367,,,,,,,,,,,,,,,,
Prahran,3181,-37.8544481,144.996985,33397,,,,,,,,,,,,,,,,
Prairie,3572,-36.3147326,144.3248554,33447,,,,,,,,,,,,,,,,
Preston,3072,-37.7399362,145.0107588,33507,,,,,,,,,,,,,,,,
Princes Hill,3054,-37.7843702,144.9694441,33537,,,,,,,,,,,,,,,,
Princetown,3269,-38.6344019,143.1104044,33547,,,,,,,,,,,,,,,,
Puckapunyal,3662,-36.9514451,144.9171412,33577,,,,,,,,,,,,,,,,
Pura Pura,3271,-37.9185598,143.0029169,33587,,,,,,,,,,,,,,,,
Purdeet,3289,-37.8854097,142.318772,33597,,,,,,,,,,,,,,,,
Purnim,3278,-38.2755738,142.6065939,33607,,,,,,,,,,,,,,,,
Purnim West,3278,-38.2755738,142.6065939,33617,,,,,,,,,,,,,,,,
Pyalong,3521,-37.0989702,144.851121,33647,,,,,,,,,,,,,,,,
Pyramid Hill,3575,-36.0765288,144.1283863,33667,,,,,,,,,,,,,,,,
Quambatook,3540,-35.8651458,143.5202874,33677,,,,,,,,,,,,,,,,
Quandong,3030,-37.938058,144.6753231,33687,,,,,,,,,,,,,,,,
Quarry Hill,3550,-36.7665875,144.2920769,33707,,,,,,,,,,,,,,,,
Queenscliff,3225,-38.2407088,144.6643482,33757,,,,,,,,,,,,,,,,
Queensferry,3984,-38.3114378,145.5579927,48007,,,,,,,,,,,,,,,,
Raglan,3373,-37.4528631,143.3474304,33767,,,,,,,,,,,,,,,,
Rainbow,3424,-35.8357024,141.9791849,33777,,,,,,,,,,,,,,,,
Ranceby,3951,-38.5195374,145.7356129,33787,,,,,,,,,,,,,,,,
Ravenhall,3023,-37.7687064,144.7521888,33817,,,,,,,,,,,,,,,,
Ravenswood,3453,-36.9265571,144.2374759,33827,,,,,,,,,,,,,,,,
Ravenswood South,3453,-36.9265571,144.2374759,33847,,,,,,,,,,,,,,,,
Raymond Island,3880,-37.9215501,147.7573,33867,,,,,,,,,,,,,,,,
Raywood,3570,-36.469814,144.3904526,33887,,,,,,,,,,,,,,,,
Red Cliffs,3496,-34.3907124,141.4309582,33917,,,,,,,,,,,,,,,,
Red Hill,3937,-38.3687813,145.0383133,33927,,,,,,,,,,,,,,,,
Red Hill South,3937,-38.3687813,145.0383133,33937,,,,,,,,,,,,,,,,
Red Lion,3371,-37.2153546,143.6718623,33957,,,,,,,,,,,,,,,,
Redan,3350,-37.5691087,143.8563224,33967,,,,,,,,,,,,,,,,
Redcastle,3523,-36.8919051,144.7412036,33987,,,,,,,,,,,,,,,,
Redesdale,3444,-37.1335012,144.5656396,33997,,,,,,,,,,,,,,,,
Reedy Creek,3658,-37.2372916,145.093449,34027,,,,,,,,,,,,,,,,
Reedy Dam,3395,-35.9172982,142.4039296,52347,,,,,,,,,,,,,,,,
Reedy Flat,3895,-37.3755587,147.848103,92517,,,,,,,,,,,,,,,,
Reefton,3799,-37.6990844,145.8023118,34067,,,,,,,,,,,,,,,,
Research,3095,-37.7049998,145.1706992,34117,,,,,,,,,,,,,,,,
Reservoir,3073,-37.7118644,145.0107588,34167,,,,,,,,,,,,,,,,
Rheola,3517,-36.515547,143.8671868,34197,,,,,,,,,,,,,,,,
Rhyll,3923,-38.4724137,145.2756505,34217,,,,,,,,,,,,,,,,
Riachella,3385,-36.9066682,142.6600232,48017,,,,,,,,,,,,,,,,
Rich Avon,3480,-36.3286415,142.9170407,34247,,,,,,,,,,,,,,,,
Rich Avon West,3480,-36.3286415,142.9170407,34267,,,,,,,,,,,,,,,,
Richmond,3121,-37.8203499,144.9997396,34297,,,,,,,,,,,,,,,,
Riddells Creek,3431,-37.4525468,144.6753231,34347,,,,,,,,,,,,,,,,
Riggs Creek,3666,-36.7549385,145.5801757,34377,,,,,,,,,,,,,,,,
Ringwood,3134,-37.7900435,145.2424941,34397,,,,,,,,,,,,,,,,
Ringwood East,3135,-37.8218486,145.2535448,34437,,,,,,,,,,,,,,,,
Ringwood North,3134,-37.7900435,145.2424941,34477,,,,,,,,,,,,,,,,
Ripplebrook,3818,-38.1155251,145.8690603,34487,,,,,,,,,,,,,,,,
Rippleside,3215,-38.1083132,144.3357845,34497,,,,,,,,,,,,,,,,
Ripponlea,3185,-37.8862009,145.0080039,34527,,,,,,,,,,,,,,,,
Riverslea,3860,-37.6951451,146.9661233,34577,,,,,,,,,,,,,,,,
Rochester,3561,-36.3317046,144.6533747,34667,,,,,,,,,,,,,,,,
Rochford,3442,-37.3324774,144.5437205,34687,,,,,,,,,,,,,,,,
Rockbank,3335,-37.7143753,144.6753231,34697,,,,,,,,,,,,,,,,
Rocky Point,3377,-37.2971613,142.9170407,34737,,,,,,,,,,,,,,,,
Rokeby,3821,-38.0844084,146.002705,34767,,,,,,,,,,,,,,,,
Rokewood,3330,-37.9359743,143.7152249,34777,,,,,,,,,,,,,,,,
Romsey,3434,-37.3550485,144.7192376,34807,,,,,,,,,,,,,,,,
Rosanna,3084,-37.7436031,145.0769045,34817,,,,,,,,,,,,,,,,
Rosebery,3395,-35.9172982,142.4039296,50247,,,,,,,,,,,,,,,,
Rosebrook,3285,-38.2498873,141.9822579,34847,,,,,,,,,,,,,,,,
Rosebud,3939,-38.4218526,144.8951287,34867,,,,,,,,,,,,,,,,
Rosedale,3847,-38.2317005,146.8086278,34927,,,,,,,,,,,,,,,,
Roses Gap,3385,-36.9066682,142.6600232,63967,,,,,,,,,,,,,,,,
Roslynmead,3564,-36.1149809,144.6314321,34987,,,,,,,,,,,,,,,,
Rossbridge,3377,-37.2971613,142.9170407,35017,,,,,,,,,,,,,,,,
Rowsley,3340,-37.7356162,144.4123303,35047,,,,,,,,,,,,,,,,
Rowville,3178,-37.9210442,145.2424941,35057,,,,,,,,,,,,,,,,
Roxburgh Park,3064,-37.5424079,144.9391595,35077,,,,,,,,,,,,,,,,
Rubicon,3712,-37.3476485,145.8245558,35097,,,,,,,,,,,,,,,,
Ruffy,3666,-36.7549385,145.5801757,35117,,,,,,,,,,,,,,,,
Runnymede,3558,-36.4802144,144.5875645,104467,,,,,,,,,,,,,,,,
Rupanyup,3388,-36.6090828,142.6600232,35167,,,,,,,,,,,,,,,,
Rushworth,3612,-36.602205,145.005249,35177,,,,,,,,,,,,,,,,
Russells Bridge,3331,-37.9939081,144.1938221,35187,,,,,,,,,,,,,,,,
Rutherglen,3685,-36.0564816,146.4495924,35197,,,,,,,,,,,,,,,,
Ryanston,3992,-38.5123976,145.6023644,35217,,,,,,,,,,,,,,,,
Rye,3941,-38.3862088,144.8181305,35247,,,,,,,,,,,,,,,,
Rythdale,3810,-38.0578366,145.4693163,35257,,,,,,,,,,,,,,,,
Safety Beach,3936,-38.3352183,144.9942305,35287,,,,,,,,,,,,,,,,
Sailors Gully,3556,-36.6478425,144.1938221,35317,,,,,,,,,,,,,,,,
Sailors Hill,3461,-37.286475,144.1938221,35337,,,,,,,,,,,,,,,,
Sale,3850,-38.096577,147.0675028,35387,,,,,,,,,,,,,,,,
Salisbury West,3517,-36.515547,143.8671868,35437,,,,,,,,,,,,,,,,
San Remo,3925,-38.5282425,145.3862638,35457,,,,,,,,,,,,,,,,
Sandhurst,3977,-38.1347885,145.2811778,35597,,,,,,,,,,,,,,,,
Sandon,3462,-37.0911657,144.0630048,35617,,,,,,,,,,,,,,,,
Sandringham,3191,-37.9533967,145.0135139,35637,,,,,,,,,,,,,,,,
Sandy Creek,3695,-36.3055342,147.1238691,35657,,,,,,,,,,,,,,,,
Sandy Point,3959,-38.760009,146.0696009,35667,,,,,,,,,,,,,,,,
Sarsfield,3875,-37.6874281,147.5532762,35687,,,,,,,,,,,,,,,,
Sassafras,3787,-37.8645935,145.353065,35697,,,,,,,,,,,,,,,,
Scarsdale,3351,-37.6978029,143.0029169,35757,,,,,,,,,,,,,,,,
Scoresby,3179,-37.9042587,145.220397,35767,,,,,,,,,,,,,,,,
Scotts Creek,3267,-38.467729,143.0781416,35807,,,,,,,,,,,,,,,,
Sea Lake,3533,-35.3404178,142.7884171,35827,,,,,,,,,,,,,,,,
Seabrook,3028,-37.8760399,144.7796581,35847,,,,,,,,,,,,,,,,
Seacombe,3851,-38.2064012,147.1464245,35857,,,,,,,,,,,,,,,,
Seaford,3198,-38.1021858,145.1431018,35867,,,,,,,,,,,,,,,,
Seaholme,3018,-37.859343,144.8126334,35887,,,,,,,,,,,,,,,,
Seaspray,3851,-38.2064012,147.1464245,35917,,,,,,,,,,,,,,,,
Sebastian,3556,-36.6478425,144.1938221,35957,,,,,,,,,,,,,,,,
Sebastopol,3356,-37.5881949,143.8183092,35987,,,,,,,,,,,,,,,,
Seddon,3011,-37.7960195,144.9006313,35997,,,,,,,,,,,,,,,,
Selby,3159,-37.9225135,145.3862638,36027,,,,,,,,,,,,,,,,
Separation Creek,3234,-38.6077436,143.8454596,104487,,,,,,,,,,,,,,,,
Serviceton,3420,-36.0603124,141.095836,36067,,,,,,,,,,,,,,,,
Seville,3139,-37.8251456,145.5579927,36087,,,,,,,,,,,,,,,,
Seville East,3139,-37.8251456,145.5579927,36097,,,,,,,,,,,,,,,,
Seymour,3660,-37.0435482,145.2480193,36117,,,,,,,,,,,,,,,,
Shays Flat,3377,-37.2971613,142.9170407,63987,,,,,,,,,,,,,,,,
She Oaks,3331,-37.9939081,144.1938221,36177,,,,,,,,,,,,,,,,
Sheans Creek,3666,-36.7549385,145.5801757,36187,,,,,,,,,,,,,,,,
Sheep Hills,3392,-36.4286658,142.5745556,36197,,,,,,,,,,,,,,,,
Shelbourne,3515,-36.8284445,144.0630048,104497,,,,,,,,,,,,,,,,
Shelford,3329,-37.9976266,143.88892,36247,,,,,,,,,,,,,,,,
Shepherds Flat,3461,-37.286475,144.1938221,36277,,,,,,,,,,,,,,,,
Shepparton,3630,-36.4615673,145.5579927,36297,,,,,,,,,,,,,,,,
Shepparton East,3631,-36.4324574,145.4693163,36317,,,,,,,,,,,,,,,,
Shepparton North,3631,-36.4324574,145.4693163,36337,,,,,,,,,,,,,,,,
Sherbrooke,3789,-37.8963853,145.3641298,36347,,,,,,,,,,,,,,,,
Shoreham,3916,-38.4161358,145.0548502,36367,,,,,,,,,,,,,,,,
Sidonia,3444,-37.1335012,144.5656396,36377,,,,,,,,,,,,,,,,
Silvan,3795,-37.8342877,145.4305486,36387,,,,,,,,,,,,,,,,
Silverleaves,3922,-38.4898703,145.2038278,36407,,,,,,,,,,,,,,,,
Simpson,3266,-38.3948462,143.1534436,36427,,,,,,,,,,,,,,,,
Simson,3465,-37.0550295,143.6935405,36447,,,,,,,,,,,,,,,,
Skenes Creek,3233,-38.7494709,143.6285244,36457,,,,,,,,,,,,,,,,
Skenes Creek North,3233,-38.7494709,143.6285244,36467,,,,,,,,,,,,,,,,
Skipton,3361,-37.7488709,143.3474304,36497,,,,,,,,,,,,,,,,
Skye,3977,-38.1347885,145.2811778,36517,,,,,,,,,,,,,,,,
Smiths Beach,3922,-38.4898703,145.2038278,36547,,,,,,,,,,,,,,,,
Smiths Gully,3760,-37.6267001,145.2867055,36557,,,,,,,,,,,,,,,,
Smokeytown,3364,-37.3708363,143.9541563,64007,,,,,,,,,,,,,,,,
Smoko,3741,-36.882628,147.0562333,36577,,,,,,,,,,,,,,,,
Snake Island,3971,-38.5613687,146.6065057,52227,,,,,,,,,,,,,,,,
Somers,3927,-38.3793743,145.165179,36657,,,,,,,,,,,,,,,,
Somerton,3062,-37.6332889,144.944665,36667,,,,,,,,,,,,,,,,
Somerville,3912,-38.2242212,145.2148736,36677,,,,,,,,,,,,,,,,
Sorrento,3943,-38.3477833,144.746696,36697,,,,,,,,,,,,,,,,
South Dudley,3995,-38.6238593,145.6023644,36737,,,,,,,,,,,,,,,,
South Geelong,3220,-38.155681,144.3521811,36747,,,,,,,,,,,,,,,,
South Kingsville,3015,-37.8352097,144.8786231,36757,,,,,,,,,,,,,,,,
South Melbourne,3205,-37.8338889,144.963937,36797,,,,,,,,,,,,,,,,
South Morang,3752,-37.6377485,145.082419,36827,,,,,,,,,,,,,,,,
South Wharf,3006,-37.8245483,144.963937,64017,,,,,,,,,,,,,,,,
South Yarra,3141,-37.838568,144.9914761,36877,,,,,,,,,,,,,,,,
Southbank,3006,-37.8245483,144.963937,36897,,,,,,,,,,,,,,,,
Southern Cross,3283,-38.2179522,142.2337184,36917,,,,,,,,,,,,,,,,
Speed,3488,-35.4327537,142.4678659,36957,,,,,,,,,,,,,,,,
Spotswood,3015,-37.8352097,144.8786231,36987,,,,,,,,,,,,,,,,
Spring Gully,3550,-36.7665875,144.2920769,36997,,,,,,,,,,,,,,,,
Spring Hill,3444,-37.1335012,144.5656396,37007,,,,,,,,,,,,,,,,
Springbank,3352,-37.7122033,143.8671868,37017,,,,,,,,,,,,,,,,
Springfield,3434,-37.3550485,144.7192376,37037,,,,,,,,,,,,,,,,
Springfield,3544,-35.4401221,143.1749726,37037,,,,,,,,,,,,,,,,
Springhurst,3682,-36.1723841,146.4495924,37077,,,,,,,,,,,,,,,,
Springmount,3364,-37.3708363,143.9541563,37087,,,,,,,,,,,,,,,,
Springvale,3171,-37.9473307,145.1541397,37117,,,,,,,,,,,,,,,,
Springvale South,3172,-37.9772192,145.1320653,37157,,,,,,,,,,,,,,,,
St Andrews,3761,-37.5919774,145.2811778,37267,,,,,,,,,,,,,,,,
Staceys Bridge,3971,-38.5613687,146.6065057,37567,,,,,,,,,,,,,,,,
Stanhope,3623,-36.4617737,144.9832134,37597,,,,,,,,,,,,,,,,
Stanhope South,3623,-36.4617737,144.9832134,37607,,,,,,,,,,,,,,,,
Stanley,3747,-36.3851254,146.6962857,37617,,,,,,,,,,,,,,,,
Stavely,3379,-37.5195066,142.6172766,37637,,,,,,,,,,,,,,,,
Stawell,3380,-37.0517769,142.7777088,37647,,,,,,,,,,,,,,,,
Steels Creek,3775,-37.6158673,145.3807298,37657,,,,,,,,,,,,,,,,
Steiglitz,3331,-37.9939081,144.1938221,37667,,,,,,,,,,,,,,,,
Stewarton,3725,-36.4002774,145.958135,37687,,,,,,,,,,,,,,,,
Stirling,3893,-37.4768667,147.8026919,52147,,,,,,,,,,,,,,,,
Stockyard Hill,3373,-37.4528631,143.3474304,37717,,,,,,,,,,,,,,,,
Stonehaven,3218,-38.1180538,144.2047333,104517,,,,,,,,,,,,,,,,
Stoneleigh,3373,-37.4528631,143.3474304,37737,,,,,,,,,,,,,,,,
Stony Creek,3371,-37.2153546,143.6718623,37767,,,,,,,,,,,,,,,,
Stony Creek,3957,-38.5941498,146.1030672,37767,,,,,,,,,,,,,,,,
Stonyford,3260,-38.1491105,143.1319209,37827,,,,,,,,,,,,,,,,
Stradbroke,3851,-38.2064012,147.1464245,37847,,,,,,,,,,,,,,,,
Straten,3533,-35.3404178,142.7884171,52027,,,,,,,,,,,,,,,,
Strath Creek,3658,-37.2372916,145.093449,37897,,,,,,,,,,,,,,,,
Strathallan,3622,-36.2037168,144.8951287,37907,,,,,,,,,,,,,,,,
Strathdale,3550,-36.7665875,144.2920769,37927,,,,,,,,,,,,,,,,
Strathewen,3099,-37.5885255,145.2148736,37957,,,,,,,,,,,,,,,,
Strathfieldsaye,3551,-36.8021738,144.4779988,37987,,,,,,,,,,,,,,,,
Strathkellar,3301,-37.7255033,141.8945505,37997,,,,,,,,,,,,,,,,
Strathlea,3364,-37.3708363,143.9541563,38007,,,,,,,,,,,,,,,,
Strathmerton,3641,-35.9078595,145.4471613,38027,,,,,,,,,,,,,,,,
Strathmore,3041,-37.7306079,144.9006313,38037,,,,,,,,,,,,,,,,
Strathmore Heights,3041,-37.7306079,144.9006313,38047,,,,,,,,,,,,,,,,
Streatham,3351,-37.6978029,143.0029169,38057,,,,,,,,,,,,,,,,
Strzelecki,3950,-38.4372473,145.8245558,38067,,,,,,,,,,,,,,,,
Stuart Mill,3477,-36.7208653,143.1749726,64047,,,,,,,,,,,,,,,,
Sugarloaf,3234,-38.6077436,143.8454596,104527,,,,,,,,,,,,,,,,
Sugarloaf Creek,3658,-37.2372916,145.093449,48717,,,,,,,,,,,,,,,,
Suggan Buggan,3885,-37.2938907,148.2804541,38127,,,,,,,,,,,,,,,,
Summerlands,3922,-38.4898703,145.2038278,38167,,,,,,,,,,,,,,,,
Sunbury,3429,-37.5424727,144.7192376,38197,,,,,,,,,,,,,,,,
Sunday Creek,3658,-37.2372916,145.093449,38207,,,,,,,,,,,,,,,,
Sunderland Bay,3922,-38.4898703,145.2038278,38217,,,,,,,,,,,,,,,,
Sunset Strip,3922,-38.4898703,145.2038278,38247,,,,,,,,,,,,,,,,
Sunshine,3020,-37.7791149,144.823628,38277,,,,,,,,,,,,,,,,
Sunshine North,3020,-37.7791149,144.823628,38287,,,,,,,,,,,,,,,,
Sunshine West,3020,-37.7791149,144.823628,38297,,,,,,,,,,,,,,,,
Surf Beach,3922,-38.4898703,145.2038278,38327,,,,,,,,,,,,,,,,
Surrey Hills,3127,-37.8259003,145.0989646,38357,,,,,,,,,,,,,,,,
Sutherlands Creek,3331,-37.9939081,144.1938221,38397,,,,,,,,,,,,,,,,
Sutton,3530,-35.7166782,143.1534436,51847,,,,,,,,,,,,,,,,
Sutton Grange,3448,-37.0470063,144.3685809,38407,,,,,,,,,,,,,,,,
Swan Bay,3225,-38.2407088,144.6643482,38417,,,,,,,,,,,,,,,,
Swan Hill,3585,-35.4094202,143.5202874,38427,,,,,,,,,,,,,,,,
Swan Hill West,3585,-35.4094202,143.5202874,38447,,,,,,,,,,,,,,,,
Swan Island,3225,-38.2407088,144.6643482,38457,,,,,,,,,,,,,,,,
Swan Marsh,3249,-38.36853,143.4338092,38467,,,,,,,,,,,,,,,,
Swan Reach,3903,-37.8097254,147.8594587,38477,,,,,,,,,,,,,,,,
Swanpool,3673,-36.675664,146.1588712,38497,,,,,,,,,,,,,,,,
Swifts Creek,3896,-37.1819263,147.7799935,38527,,,,,,,,,,,,,,,,
Sydenham,3037,-37.6940036,144.7521888,38547,,,,,,,,,,,,,,,,
Sylvaterre,3575,-36.0765288,144.1283863,38577,,,,,,,,,,,,,,,,
Tabilk,3607,-36.8378153,145.1706992,38617,,,,,,,,,,,,,,,,
Tabor,3289,-37.8854097,142.318772,38627,,,,,,,,,,,,,,,,
Taggerty,3714,-37.1872994,145.6245586,38637,,,,,,,,,,,,,,,,
Tahara,3301,-37.7255033,141.8945505,38647,,,,,,,,,,,,,,,,
Tahara West,3310,-37.7322539,141.5781151,38677,,,,,,,,,,,,,,,,
Talbot,3371,-37.2153546,143.6718623,38687,,,,,,,,,,,,,,,,
Talgarno,3691,-36.2373927,146.9661233,38697,,,,,,,,,,,,,,,,
Tallangatta,3700,-36.2031354,147.168985,38717,,,,,,,,,,,,,,,,
Tallangatta East,3700,-36.2031354,147.168985,38737,,,,,,,,,,,,,,,,
Tallarook,3659,-37.1126329,145.1155133,38767,,,,,,,,,,,,,,,,
Tallygaroopna,3634,-36.2266803,145.4250118,38787,,,,,,,,,,,,,,,,
Tambo Crossing,3893,-37.4768667,147.8026919,38797,,,,,,,,,,,,,,,,
Tamboon,3890,-37.5621735,149.1960526,38817,,,,,,,,,,,,,,,,
Taminick,3675,-36.5103613,146.1812023,38827,,,,,,,,,,,,,,,,
Tamleugh North,3669,-36.6078959,145.7133909,38847,,,,,,,,,,,,,,,,
Tandarra,3571,-36.3797092,144.1283863,38887,,,,,,,,,,,,,,,,
Tangambalanga,3691,-36.2373927,146.9661233,38897,,,,,,,,,,,,,,,,
Tanjil,3825,-38.0474021,146.2929381,38907,,,,,,,,,,,,,,,,
Tanjil Bren,3833,-37.7865626,146.0696009,38937,,,,,,,,,,,,,,,,
Tanjil South,3825,-38.0474021,146.2929381,38947,,,,,,,,,,,,,,,,
Tantaraboo,3764,-37.2531649,144.9171412,38977,,,,,,,,,,,,,,,,
Tanwood,3478,-37.0021242,143.2827118,38987,,,,,,,,,,,,,,,,
Taradale,3447,-37.1465105,144.3576473,39007,,,,,,,,,,,,,,,,
Tarcombe,3666,-36.7549385,145.5801757,39037,,,,,,,,,,,,,,,,
Tarilta,3451,-37.0991896,144.1938221,39047,,,,,,,,,,,,,,,,
Tarnagulla,3551,-36.8021738,144.4779988,39067,,,,,,,,,,,,,,,,
Tarneit,3029,-37.8282806,144.7082568,39087,,,,,,,,,,,,,,,,
Tarnook,3670,-36.6394628,145.8690603,39107,,,,,,,,,,,,,,,,
Taroon,3265,-38.2633053,142.7455935,39117,,,,,,,,,,,,,,,,
Tarra Valley,3971,-38.5613687,146.6065057,39127,,,,,,,,,,,,,,,,
Tarranyurk,3414,-36.314886,142.0639245,39157,,,,,,,,,,,,,,,,
Tarrawarra,3775,-37.6158673,145.3807298,39187,,,,,,,,,,,,,,,,
Tarrayoukyan,3315,-37.4420537,141.7255991,39217,,,,,,,,,,,,,,,,
Tarrengower,3463,-36.9483008,143.9759139,39227,,,,,,,,,,,,,,,,
Tarrone,3283,-38.2179522,142.2337184,39257,,,,,,,,,,,,,,,,
Tarwin,3956,-38.675332,145.8690603,39267,,,,,,,,,,,,,,,,
Tarwin Lower,3956,-38.675332,145.8690603,39297,,,,,,,,,,,,,,,,
Tatura,3616,-36.4591947,145.2038278,39327,,,,,,,,,,,,,,,,
Tatura East,3616,-36.4591947,145.2038278,39337,,,,,,,,,,,,,,,,
Tatyoon,3378,-37.5026752,143.0244018,39347,,,,,,,,,,,,,,,,
Tawonga,3697,-36.6673311,147.168985,39377,,,,,,,,,,,,,,,,
Tawonga South,3698,-36.762851,147.1351462,39407,,,,,,,,,,,,,,,,
Taylor Bay,3713,-37.3038068,145.9804173,39427,,,,,,,,,,,,,,,,
Taylors Hill,3037,-37.6940036,144.7521888,39447,,,,,,,,,,,,,,,,
Taylors Lakes,3038,-37.7024727,144.7906484,39487,,,,,,,,,,,,,,,,
Tecoma,3160,-37.932935,145.3475331,39517,,,,,,,,,,,,,,,,
Teddywaddy,3527,-36.0005012,143.2611514,50527,,,,,,,,,,,,,,,,
Teesdale,3328,-38.022066,144.0630048,39547,,,,,,,,,,,,,,,,
Telford,3730,-36.0520717,145.8913207,39587,,,,,,,,,,,,,,,,
Telopea Downs,3420,-36.0603124,141.095836,39597,,,,,,,,,,,,,,,,
Templestowe,3106,-37.7537669,145.1486206,39607,,,,,,,,,,,,,,,,
Templestowe Lower,3107,-37.7641408,145.1099967,39637,,,,,,,,,,,,,,,,
Tempy,3489,-35.3151716,142.4039296,39647,,,,,,,,,,,,,,,,
Tenby Point,3984,-38.3114378,145.5579927,39657,,,,,,,,,,,,,,,,
Tennyson,3572,-36.3147326,144.3248554,39667,,,,,,,,,,,,,,,,
Terang,3264,-38.2273268,142.8955875,39687,,,,,,,,,,,,,,,,
Terip Terip,3719,-37.0473079,145.6023644,39697,,,,,,,,,,,,,,,,
Terrappee,3525,-36.2125211,143.4338092,39707,,,,,,,,,,,,,,,,
Terrick Terrick,3575,-36.0765288,144.1283863,39727,,,,,,,,,,,,,,,,
Terrick Terrick East,3573,-36.1663341,144.3904526,39737,,,,,,,,,,,,,,,,
Tesbury,3260,-38.1491105,143.1319209,39747,,,,,,,,,,,,,,,,
Thalia,3527,-36.0005012,143.2611514,39767,,,,,,,,,,,,,,,,
The Basin,3154,-37.8534742,145.3198788,39797,,,,,,,,,,,,,,,,
The Cove,3268,-38.4984954,142.9385002,39807,,,,,,,,,,,,,,,,
The Gurdies,3984,-38.3114378,145.5579927,39817,,,,,,,,,,,,,,,,
The Heart,3851,-38.2064012,147.1464245,39837,,,,,,,,,,,,,,,,
The Patch,3792,-37.8887708,145.3973329,39857,,,,,,,,,,,,,,,,
The Sisters,3265,-38.2633053,142.7455935,39877,,,,,,,,,,,,,,,,
Thomastown,3074,-37.6837819,145.0107588,39897,,,,,,,,,,,,,,,,
Thomson,3219,-38.176358,144.3849841,39907,,,,,,,,,,,,,,,,
Thoona,3726,-36.3378842,146.002705,39917,,,,,,,,,,,,,,,,
Thornbury,3071,-37.7600493,145.0080039,39937,,,,,,,,,,,,,,,,
Thornton,3712,-37.3476485,145.8245558,39957,,,,,,,,,,,,,,,,
Thorpdale,3835,-38.2926842,146.1812023,39977,,,,,,,,,,,,,,,,
Thorpdale South,3824,-38.2177192,146.1812023,39987,,,,,,,,,,,,,,,,
Thowgla Valley,3707,-36.4104992,147.9162555,39997,,,,,,,,,,,,,,,,
Three Bridges,3797,-37.8447909,145.702282,40007,,,,,,,,,,,,,,,,
Tidal River,3960,-38.9962856,146.3376699,40027,,,,,,,,,,,,,,,,
Timbarra,3885,-37.2938907,148.2804541,157647,,,,,,,,,,,,,,,,
Timboon West,3268,-38.4984954,142.9385002,40097,,,,,,,,,,,,,,,,
Timmering,3561,-36.3317046,144.6533747,40107,,,,,,,,,,,,,,,,
Timor,3465,-37.0550295,143.6935405,40127,,,,,,,,,,,,,,,,
Tinamba,3859,-37.920365,146.8985944,40157,,,,,,,,,,,,,,,,
Tinamba West,3859,-37.920365,146.8985944,40177,,,,,,,,,,,,,,,,
Tintaldra,3708,-36.0660058,147.9048938,40187,,,,,,,,,,,,,,,,
Tittybong,3542,-35.6565961,143.4122052,64097,,,,,,,,,,,,,,,,
Tol Tol,3549,-34.7552395,142.7455935,40207,,,,,,,,,,,,,,,,
Tom Groggin,3707,-36.4104992,147.9162555,52117,,,,,,,,,,,,,,,,
Tongala,3621,-36.2331845,144.9832134,40267,,,,,,,,,,,,,,,,
Tonghi Creek,3890,-37.5621735,149.1960526,40277,,,,,,,,,,,,,,,,
Tongio,3896,-37.1819263,147.7799935,40287,,,,,,,,,,,,,,,,
Tonimbuk,3815,-38.0771825,145.7245012,40307,,,,,,,,,,,,,,,,
Tooan,3409,-36.8127092,141.8100218,40317,,,,,,,,,,,,,,,,
Tooborac,3522,-37.0314398,144.7631754,40327,,,,,,,,,,,,,,,,
Toolamba,3614,-36.4899607,145.325409,40337,,,,,,,,,,,,,,,,
Toolamba West,3614,-36.4899607,145.325409,40347,,,,,,,,,,,,,,,,
Toolangi,3777,-37.5848772,145.5136433,40357,,,,,,,,,,,,,,,,
Toolern Vale,3337,-37.6095412,144.5875645,40367,,,,,,,,,,,,,,,,
Toolleen,3551,-36.8021738,144.4779988,40377,,,,,,,,,,,,,,,,
Toolome,3860,-37.6951451,146.9661233,52307,,,,,,,,,,,,,,,,
Toolong,3285,-38.2498873,141.9822579,40397,,,,,,,,,,,,,,,,
Toongabbie,3856,-38.0326139,146.5392256,40407,,,,,,,,,,,,,,,,
Toora,3962,-38.6183432,146.3488562,40417,,,,,,,,,,,,,,,,
Toora North,3962,-38.6183432,146.3488562,40427,,,,,,,,,,,,,,,,
Tooradin,3980,-38.2092442,145.3917982,40437,,,,,,,,,,,,,,,,
Toorak,3142,-37.8432402,145.0190242,40457,,,,,,,,,,,,,,,,
Toorloo Arm,3909,-37.8136883,148.0299382,40467,,,,,,,,,,,,,,,,
Toorongo,3833,-37.7865626,146.0696009,52367,,,,,,,,,,,,,,,,
Tootgarook,3941,-38.3862088,144.8181305,40487,,,,,,,,,,,,,,,,
Torquay,3228,-38.3419249,144.2374759,40507,,,,,,,,,,,,,,,,
Torrita,3490,-35.3571245,141.5991643,40517,,,,,,,,,,,,,,,,
Torrumbarry,3562,-36.0471946,144.5437205,40527,,,,,,,,,,,,,,,,
