Suburb,Postcode,Lat,Lng,Domain_id,medianSoldPrice,numberSold,highestSoldPrice,lowestSoldPrice,medianSaleListingPrice,numberSaleListing,highestSaleListingPrice,lowestSaleListingPrice,auctionNumberAuctioned,auctionNumberSold,auctionNumberWithdrawn,daysOnMarket,medianRentListingPrice,numberRentListing,highestRentListingPrice,lowestRentListingPrice
East Bendigo,3550,-36.7665875,144.2920769,13087,,,,,,,,,,,,,,,,
East Geelong,3219,-38.176358,144.3849841,13117,,,,,,,,,,,,,,,,
East Melbourne,3002,-37.8161444,144.9804594,13127,,,,,,,,,,,,,,,,
East Sale,3852,-38.1054124,147.1407852,13137,,,,,,,,,,,,,,,,
East Warburton,3799,-37.6990844,145.8023118,13167,,,,,,,,,,,,,,,,
Eastern View,3231,-38.451657,144.0521131,13187,,,,,,,,,,,,,,,,
Eastville,3463,-36.9483008,143.9759139,13197,,,,,,,,,,,,,,,,
Ebden,3691,-36.2373927,146.9661233,13207,,,,,,,,,,,,,,,,
Echuca,3564,-36.1149809,144.6314321,13227,,,,,,,,,,,,,,,,
Echuca Village,3564,-36.1149809,144.6314321,13307,,,,,,,,,,,,,,,,
Echuca West,3564,-36.1149809,144.6314321,13327,,,,,,,,,,,,,,,,
Ecklin South,3265,-38.2633053,142.7455935,13357,,,,,,,,,,,,,,,,
Eddington,3472,-36.8747643,143.6068646,13377,,,,,,,,,,,,,,,,
Eden Park,3757,-37.4666309,145.1596592,13387,,,,,,,,,,,,,,,,
Edenhope,3318,-37.0613621,141.3050851,13397,,,,,,,,,,,,,,,,
Edgecombe,3444,-37.1335012,144.5656396,13407,,,,,,,,,,,,,,,,
Edithvale,3196,-38.048116,145.1210303,13457,,,,,,,,,,,,,,,,
Eildon,3713,-37.3038068,145.9804173,13477,,,,,,,,,,,,,,,,
Elaine,3334,-37.7625944,144.0630048,13487,,,,,,,,,,,,,,,,
Eldorado,3746,-36.3225392,146.5280168,13497,,,,,,,,,,,,,,,,
Elingamite,3266,-38.3948462,143.1534436,13517,,,,,,,,,,,,,,,,
Elingamite North,3266,-38.3948462,143.1534436,13527,,,,,,,,,,,,,,,,
Elizabeth Island,3921,-38.3489348,145.3364703,146137,,,,,,,,,,,,,,,,
Elliminyt,3250,-38.3313559,143.5852111,13577,,,,,,,,,,,,,,,,
Ellinbank,3821,-38.0844084,146.002705,13587,,,,,,,,,,,,,,,,
Elmhurst,3469,-37.1727781,143.2395973,13597,,,,,,,,,,,,,,,,
Elmore,3558,-36.4802144,144.5875645,13607,,,,,,,,,,,,,,,,
Elphinstone,3448,-37.0470063,144.3685809,13617,,,,,,,,,,,,,,,,
Elsternwick,3185,-37.8862009,145.0080039,13627,,,,,,,,,,,,,,,,
Eltham,3095,-37.7049998,145.1706992,13677,,,,,,,,,,,,,,,,
Eltham North,3095,-37.7049998,145.1706992,13687,,,,,,,,,,,,,,,,
Elwood,3184,-37.878722,144.9859676,13717,,,,,,,,,,,,,,,,
Emerald,3782,-37.9137981,145.4582381,13747,,,,,,,,,,,,,,,,
Emu,3475,-36.6942531,143.5202874,13757,,,,,,,,,,,,,,,,
Endeavour Hills,3802,-37.9780214,145.2590707,13797,,,,,,,,,,,,,,,,
Englefield,3407,-37.2543103,141.8100218,13817,,,,,,,,,,,,,,,,
Ensay,3895,-37.3755587,147.848103,13827,,,,,,,,,,,,,,,,
Ensay North,3895,-37.3755587,147.848103,13837,,,,,,,,,,,,,,,,
Eppalock,3551,-36.8021738,144.4779988,13857,,,,,,,,,,,,,,,,
Epping,3076,-37.6341341,145.016269,13867,,,,,,,,,,,,,,,,
Errinundra,3889,-37.609984,148.8289611,51897,,,,,,,,,,,,,,,,
Esmond,3730,-36.0520717,145.8913207,13937,,,,,,,,,,,,,,,,
Essendon,3040,-37.7493029,144.9006313,13957,,,,,,,,,,,,,,,,
Essendon Fields,3041,-37.7306079,144.9006313,104277,,,,,,,,,,,,,,,,
Essendon North,3041,-37.7306079,144.9006313,13977,,,,,,,,,,,,,,,,
Essendon West,3040,-37.7493029,144.9006313,13997,,,,,,,,,,,,,,,,
Eumemmerring,3177,-37.9957951,145.2424941,14007,,,,,,,,,,,,,,,,
Eurack,3251,-38.1418099,143.6718623,14017,,,,,,,,,,,,,,,,
Eureka,3350,-37.5691087,143.8563224,14037,,,,,,,,,,,,,,,,
Eurobin,3739,-36.6332007,146.8423556,14087,,,,,,,,,,,,,,,,
Evansford,3371,-37.2153546,143.6718623,14107,,,,,,,,,,,,,,,,
Eversley,3377,-37.2971613,142.9170407,14117,,,,,,,,,,,,,,,,
Exford,3338,-37.7810237,144.5437205,14147,,,,,,,,,,,,,,,,
Eynesbury,3338,-37.7810237,144.5437205,14157,,,,,,,,,,,,,,,,
Fairbank,3951,-38.5195374,145.7356129,14167,,,,,,,,,,,,,,,,
Fairfield,3078,-37.7824868,145.0190242,14197,,,,,,,,,,,,,,,,
Fairhaven,3231,-38.451657,144.0521131,14207,,,,,,,,,,,,,,,,
Fairy Dell,3561,-36.3317046,144.6533747,14237,,,,,,,,,,,,,,,,
Falls Creek,3699,-36.8124613,147.3270485,14257,,,,,,,,,,,,,,,,
Faraday,3451,-37.0991896,144.1938221,14267,,,,,,,,,,,,,,,,
Fawcett,3714,-37.1872994,145.6245586,14277,,,,,,,,,,,,,,,,
Fawkner,3060,-37.6969273,144.9666905,14297,,,,,,,,,,,,,,,,
Fentons Creek,3518,-36.424265,143.6068646,14327,,,,,,,,,,,,,,,,
Ferguson,3237,-38.6505708,143.4554195,14337,,,,,,,,,,,,,,,,
Fern Hill,3458,-37.459275,144.3685809,14347,,,,,,,,,,,,,,,,
Fernbank,3864,-37.8199648,147.304453,14357,,,,,,,,,,,,,,,,
Ferndale,3821,-38.0844084,146.002705,14367,,,,,,,,,,,,,,,,
Fernihurst,3518,-36.424265,143.6068646,14387,,,,,,,,,,,,,,,,
Fernshaw,3778,-37.553614,145.6467583,51997,,,,,,,,,,,,,,,,
Ferntree Gully,3156,-37.9368007,145.3032906,14407,,,,,,,,,,,,,,,,
Ferny Creek,3786,-37.8759058,145.3309395,14457,,,,,,,,,,,,,,,,
Fingal,3939,-38.4218526,144.8951287,14477,,,,,,,,,,,,,,,,
Fish Creek,3959,-38.760009,146.0696009,14487,,,,,,,,,,,,,,,,
Fish Point,3585,-35.4094202,143.5202874,14497,,,,,,,,,,,,,,,,
Fiskville,3342,-37.6114047,144.215646,14507,,,,,,,,,,,,,,,,
Fitzroy,3065,-37.7974551,144.9804594,14527,,,,,,,,,,,,,,,,
Fitzroy North,3068,-37.7885749,144.9887218,14567,,,,,,,,,,,,,,,,
Flaggy Creek,3875,-37.6874281,147.5532762,14587,,,,,,,,,,,,,,,,
Flagstaff,3465,-37.0550295,143.6935405,14597,,,,,,,,,,,,,,,,
Flemington,3031,-37.790896,144.9198932,14617,,,,,,,,,,,,,,,,
Flinders,3929,-38.4574538,144.9721978,14637,,,,,,,,,,,,,,,,
Flowerdale,3717,-37.3030137,145.402868,14677,,,,,,,,,,,,,,,,
Flynns Creek,3844,-38.2728501,146.5840737,14697,,,,,,,,,,,,,,,,
Footscray,3011,-37.7960195,144.9006313,14717,,,,,,,,,,,,,,,,
Forbes,3764,-37.2531649,144.9171412,14797,,,,,,,,,,,,,,,,
Forest Hill,3131,-37.8239091,145.1762197,14827,,,,,,,,,,,,,,,,
Forrest,3236,-38.5115754,143.7043819,14847,,,,,,,,,,,,,,,,
Foster,3960,-38.9962856,146.3376699,14857,,,,,,,,,,,,,,,,
Foster North,3960,-38.9962856,146.3376699,14867,,,,,,,,,,,,,,,,
Fosterville,3557,-36.6546373,144.5437205,14877,,,,,,,,,,,,,,,,
Foxhow,3323,-38.0061194,143.4986586,14897,,,,,,,,,,,,,,,,
Framlingham,3265,-38.2633053,142.7455935,14907,,,,,,,,,,,,,,,,
Framlingham East,3265,-38.2633053,142.7455935,14917,,,,,,,,,,,,,,,,
Frankston,3199,-38.1645944,145.1486206,14947,,,,,,,,,,,,,,,,
Frankston North,3200,-38.1250223,145.162419,15007,,,,,,,,,,,,,,,,
Frankston South,3199,-38.1645944,145.1486206,15027,,,,,,,,,,,,,,,,
Freeburgh,3741,-36.882628,147.0562333,15037,,,,,,,,,,,,,,,,
French Island,3921,-38.3489348,145.3364703,15047,,,,,,,,,,,,,,,,
Frenchmans,3384,-36.9882754,143.0888943,15057,,,,,,,,,,,,,,,,
Freshwater Creek,3217,-38.2617284,144.3248554,104287,,,,,,,,,,,,,,,,
Fumina South,3825,-38.0474021,146.2929381,15117,,,,,,,,,,,,,,,,
Fyans Creek,3381,-37.1716807,142.5745556,15127,,,,,,,,,,,,,,,,
Fyansford,3218,-38.1180538,144.2047333,104297,,,,,,,,,,,,,,,,
Gainsborough,3822,-38.1797383,146.0361469,15157,,,,,,,,,,,,,,,,
Gannawarra,3568,-35.8021206,144.215646,15197,,,,,,,,,,,,,,,,
Gapsted,3737,-36.8466834,146.6962857,15217,,,,,,,,,,,,,,,,
Gardenvale,3185,-37.8862009,145.0080039,15237,,,,,,,,,,,,,,,,
Garfield,3814,-38.0999051,145.6800684,15257,,,,,,,,,,,,,,,,
Garfield North,3814,-38.0999051,145.6800684,15267,,,,,,,,,,,,,,,,
Gatum,3407,-37.2543103,141.8100218,15307,,,,,,,,,,,,,,,,
Gazette,3289,-37.8854097,142.318772,15317,,,,,,,,,,,,,,,,
Geelong,3220,-38.155681,144.3521811,15337,,,,,,,,,,,,,,,,
Geelong West,3218,-38.1180538,144.2047333,15407,,,,,,,,,,,,,,,,
Gelantipy,3885,-37.2938907,148.2804541,15437,,,,,,,,,,,,,,,,
Gellibrand,3239,-38.5619202,143.4122052,15447,,,,,,,,,,,,,,,,
Gellibrand Lower,3237,-38.6505708,143.4554195,15457,,,,,,,,,,,,,,,,
Gelliondale,3971,-38.5613687,146.6065057,15467,,,,,,,,,,,,,,,,
Gembrook,3783,-37.9524044,145.6023644,15477,,,,,,,,,,,,,,,,
Genoa,3891,-37.5126059,149.5642369,15487,,,,,,,,,,,,,,,,
Gentle Annie,3833,-37.7865626,146.0696009,48367,,,,,,,,,,,,,,,,
Georges Creek,3700,-36.2031354,147.168985,15497,,,,,,,,,,,,,,,,
Gerahmin,3546,-35.0979662,142.9599661,15517,,,,,,,,,,,,,,,,
Gerangamete,3249,-38.36853,143.4338092,104307,,,,,,,,,,,,,,,,
Germania,3387,-36.8204775,142.8312661,63767,,,,,,,,,,,,,,,,
Germantown,3741,-36.882628,147.0562333,15557,,,,,,,,,,,,,,,,
Gerrigerrup,3289,-37.8854097,142.318772,15577,,,,,,,,,,,,,,,,
Gherang,3240,-38.2482932,144.1283863,15597,,,,,,,,,,,,,,,,
Gheringhap,3331,-37.9939081,144.1938221,15607,,,,,,,,,,,,,,,,
Ghin Ghin,3717,-37.3030137,145.402868,15617,,,,,,,,,,,,,,,,
Gilderoy,3797,-37.8447909,145.702282,15677,,,,,,,,,,,,,,,,
Gillieston,3616,-36.4591947,145.2038278,15687,,,,,,,,,,,,,,,,
Gipsy Point,3891,-37.5126059,149.5642369,15697,,,,,,,,,,,,,,,,
Girgarre,3624,-36.4031385,144.9501708,15707,,,,,,,,,,,,,,,,
Girgarre East,3616,-36.4591947,145.2038278,15717,,,,,,,,,,,,,,,,
Gisborne,3437,-37.5197014,144.5437205,15737,,,,,,,,,,,,,,,,
Gisborne South,3437,-37.5197014,144.5437205,15757,,,,,,,,,,,,,,,,
Gladfield,3575,-36.0765288,144.1283863,15777,,,,,,,,,,,,,,,,
Gladstone Park,3043,-37.7044206,144.8786231,15787,,,,,,,,,,,,,,,,
Gladysdale,3797,-37.8447909,145.702282,15797,,,,,,,,,,,,,,,,
Glen Alvie,3979,-38.4509941,145.6134608,15827,,,,,,,,,,,,,,,,
Glen Forbes,3990,-38.4399786,145.5247285,15867,,,,,,,,,,,,,,,,
Glen Huntly,3163,-37.8950779,145.0548502,15877,,,,,,,,,,,,,,,,
Glen Iris,3146,-37.8577136,145.0548502,15907,,,,,,,,,,,,,,,,
Glen Valley,3898,-37.022052,147.5079912,15937,,,,,,,,,,,,,,,,
Glen Waverley,3150,-37.8921876,145.1706992,15957,,,,,,,,,,,,,,,,
Glenaire,3238,-38.7443167,143.4122052,15987,,,,,,,,,,,,,,,,
Glenaladale,3864,-37.8199648,147.304453,15997,,,,,,,,,,,,,,,,
Glenalbyn,3517,-36.515547,143.8671868,16017,,,,,,,,,,,,,,,,
Glenaroua,3764,-37.2531649,144.9171412,16027,,,,,,,,,,,,,,,,
Glenburn,3717,-37.3030137,145.402868,16047,,,,,,,,,,,,,,,,
Glendaruel,3363,-37.409312,143.8780526,16067,,,,,,,,,,,,,,,,
Glenfyne,3266,-38.3948462,143.1534436,16117,,,,,,,,,,,,,,,,
Glengarry,3854,-38.1223546,146.5840737,16147,,,,,,,,,,,,,,,,
Glengarry North,3854,-38.1223546,146.5840737,16157,,,,,,,,,,,,,,,,
Glengarry West,3854,-38.1223546,146.5840737,16167,,,,,,,,,,,,,,,,
Glengower,3370,-37.261355,143.8020236,16187,,,,,,,,,,,,,,,,
Glenhope East,3522,-37.0314398,144.7631754,16207,,,,,,,,,,,,,,,,
Glenisla,3314,-37.4235761,142.0639245,16247,,,,,,,,,,,,,,,,
Glenlofty,3469,-37.1727781,143.2395973,16287,,,,,,,,,,,,,,,,
Glenlogie,3469,-37.1727781,143.2395973,16307,,,,,,,,,,,,,,,,
Glenloth,3527,-36.0005012,143.2611514,16317,,,,,,,,,,,,,,,,
Glenloth East,3527,-36.0005012,143.2611514,16327,,,,,,,,,,,,,,,,
Glenluce,3451,-37.0991896,144.1938221,16337,,,,,,,,,,,,,,,,
Glenmore,3340,-37.7356162,144.4123303,16377,,,,,,,,,,,,,,,,
Glenorchy,3385,-36.9066682,142.6600232,16387,,,,,,,,,,,,,,,,
Glenormiston North,3265,-38.2633053,142.7455935,16407,,,,,,,,,,,,,,,,
Glenormiston South,3265,-38.2633053,142.7455935,16417,,,,,,,,,,,,,,,,
Glenpatrick,3469,-37.1727781,143.2395973,16427,,,,,,,,,,,,,,,,
Glenrowan,3675,-36.5103613,146.1812023,16437,,,,,,,,,,,,,,,,
Glenrowan West,3675,-36.5103613,146.1812023,16447,,,,,,,,,,,,,,,,
Glenroy,3046,-37.7044261,144.9336544,16477,,,,,,,,,,,,,,,,
Glenthompson,3293,-37.7609742,142.5745556,16487,,,,,,,,,,,,,,,,
Gnarwarre,3221,-38.1636337,144.1501922,16507,,,,,,,,,,,,,,,,
Gobarup,3559,-36.5430106,144.8291259,102247,,,,,,,,,,,,,,,,
Gobur,3719,-37.0473079,145.6023644,16537,,,,,,,,,,,,,,,,
Golden Gully,3555,-36.808032,144.2483931,16557,,,,,,,,,,,,,,,,
Golden Point,3465,-37.0550295,143.6935405,16577,,,,,,,,,,,,,,,,
Golden Square,3555,-36.808032,144.2483931,16637,,,,,,,,,,,,,,,,
Goldie,3435,-37.2423687,144.7192376,16647,,,,,,,,,,,,,,,,
Goldsborough,3472,-36.8747643,143.6068646,16657,,,,,,,,,,,,,,,,
Gong Gong,3352,-37.7122033,143.8671868,16667,,,,,,,,,,,,,,,,
Goomalibee,3673,-36.675664,146.1588712,16687,,,,,,,,,,,,,,,,
Gooram,3666,-36.7549385,145.5801757,16717,,,,,,,,,,,,,,,,
Gooramadda,3685,-36.0564816,146.4495924,16727,,,,,,,,,,,,,,,,
Goorambat,3725,-36.4002774,145.958135,16737,,,,,,,,,,,,,,,,
Goornong,3557,-36.6546373,144.5437205,16747,,,,,,,,,,,,,,,,
Gooroc,3477,-36.7208653,143.1749726,63777,,,,,,,,,,,,,,,,
Gorae,3305,-38.290126,141.4706543,16767,,,,,,,,,,,,,,,,
Gorae West,3305,-38.290126,141.4706543,16777,,,,,,,,,,,,,,,,
Gordon,3345,-37.5678296,144.1174856,16797,,,,,,,,,,,,,,,,
Gormandale,3873,-38.3016024,146.6738329,16817,,,,,,,,,,,,,,,,
Goroke,3412,-36.6744115,141.4939853,16827,,,,,,,,,,,,,,,,
Goschen,3585,-35.4094202,143.5202874,16837,,,,,,,,,,,,,,,,
Goulburn Weir,3608,-36.7719697,145.1155133,16857,,,,,,,,,,,,,,,,
Gowanbrae,3043,-37.7044206,144.8786231,16877,,,,,,,,,,,,,,,,
Gowanford,3544,-35.4401221,143.1749726,16897,,,,,,,,,,,,,,,,
Gowangardie,3669,-36.6078959,145.7133909,16907,,,,,,,,,,,,,,,,
Grampians,3314,-37.4235761,142.0639245,52067,,,,,,,,,,,,,,,,
Grand Ridge,3870,-38.4631226,146.3600438,48407,,,,,,,,,,,,,,,,
Granite Flat,3525,-36.2125211,143.4338092,17007,,,,,,,,,,,,,,,,
Grass Flat,3409,-36.8127092,141.8100218,17087,,,,,,,,,,,,,,,,
Grassdale,3302,-37.8391588,141.8100218,17097,,,,,,,,,,,,,,,,
Grassmere,3281,-38.2466034,142.5532048,17107,,,,,,,,,,,,,,,,
Graytown,3608,-36.7719697,145.1155133,17147,,,,,,,,,,,,,,,,
Gre Gre South,3477,-36.7208653,143.1749726,63827,,,,,,,,,,,,,,,,
Great Western,3374,-37.1596728,142.8955875,63837,,,,,,,,,,,,,,,,
Gredgwin,3537,-36.0772722,143.6935405,17207,,,,,,,,,,,,,,,,
Green Gully,3462,-37.0911657,144.0630048,17217,,,,,,,,,,,,,,,,
Greendale,3341,-37.5934691,144.3248554,17237,,,,,,,,,,,,,,,,
Greenhill,3444,-37.1335012,144.5656396,17247,,,,,,,,,,,,,,,,
Greensborough,3088,-37.698595,145.1099967,17297,,,,,,,,,,,,,,,,
Greenvale,3059,-37.6454887,144.8841246,17317,,,,,,,,,,,,,,,,
Greenwald,3304,-37.9678788,141.3889736,17337,,,,,,,,,,,,,,,,
Greta,3675,-36.5103613,146.1812023,17357,,,,,,,,,,,,,,,,
Greta South,3675,-36.5103613,146.1812023,17367,,,,,,,,,,,,,,,,
Greta West,3675,-36.5103613,146.1812023,17377,,,,,,,,,,,,,,,,
Grey River,3234,-38.6077436,143.8454596,104327,,,,,,,,,,,,,,,,
Grovedale,3216,-38.1747227,144.3139277,17417,,,,,,,,,,,,,,,,
Gruyere,3770,-37.7057909,145.4250118,17437,,,,,,,,,,,,,,,,
Guildford,3451,-37.0991896,144.1938221,17447,,,,,,,,,,,,,,,,
Gunbower,3566,-35.9553896,144.3576473,17457,,,,,,,,,,,,,,,,
Gunyah,3960,-38.9962856,146.3376699,47937,,,,,,,,,,,,,,,,
Guys Forest,3709,-36.0696807,147.6892483,17487,,,,,,,,,,,,,,,,
Guys Hill,3807,-38.0347309,145.3862638,17497,,,,,,,,,,,,,,,,
Hadfield,3046,-37.7044261,144.9336544,17537,,,,,,,,,,,,,,,,
Hallam,3803,-38.0069505,145.2756505,17567,,,,,,,,,,,,,,,,
Hallora,3818,-38.1155251,145.8690603,17577,,,,,,,,,,,,,,,,
Halls Gap,3381,-37.1716807,142.5745556,17587,,,,,,,,,,,,,,,,
Hamilton,3300,-37.783845,142.0003599,17687,,,,,,,,,,,,,,,,
Hamlyn Heights,3215,-38.1083132,144.3357845,17727,,,,,,,,,,,,,,,,
Hampton,3188,-37.9394031,145.0135139,17737,,,,,,,,,,,,,,,,
Hampton East,3188,-37.9394031,145.0135139,17757,,,,,,,,,,,,,,,,
Hampton Park,3976,-38.0349647,145.2756505,17807,,,,,,,,,,,,,,,,
Hansonville,3675,-36.5103613,146.1812023,17827,,,,,,,,,,,,,,,,
Happy Valley,3360,-37.7370214,143.5202874,17847,,,,,,,,,,,,,,,,
Happy Valley,3549,-34.7552395,142.7455935,17847,,,,,,,,,,,,,,,,
Harcourt,3453,-36.9265571,144.2374759,17877,,,,,,,,,,,,,,,,
Harcourt North,3453,-36.9265571,144.2374759,17887,,,,,,,,,,,,,,,,
Harkaway,3806,-38.0264207,145.3475331,17897,,,,,,,,,,,,,,,,
Harmers Haven,3995,-38.6238593,145.6023644,17907,,,,,,,,,,,,,,,,
Harrietville,3741,-36.882628,147.0562333,17917,,,,,,,,,,,,,,,,
Harrow,3317,-37.1477475,141.5781151,17947,,,,,,,,,,,,,,,,
Harston,3616,-36.4591947,145.2038278,17957,,,,,,,,,,,,,,,,
Hastings,3915,-38.3059216,145.1265477,17967,,,,,,,,,,,,,,,,
Hattah,3501,-34.678204,142.318772,17987,,,,,,,,,,,,,,,,
Havilah,3737,-36.8466834,146.6962857,18027,,,,,,,,,,,,,,,,
Hawkesdale,3287,-38.0416972,142.2974988,18047,,,,,,,,,,,,,,,,
Hawkhurst,3862,-37.4228208,147.1915504,18057,,,,,,,,,,,,,,,,
Hawthorn,3122,-37.8222114,145.0328017,18087,,,,,,,,,,,,,,,,
Hawthorn East,3123,-37.8310813,145.0520938,18117,,,,,,,,,,,,,,,,
Hazel Park,3966,-38.6286899,146.4383942,18147,,,,,,,,,,,,,,,,
Hazelwood,3840,-38.2671612,146.4495924,18177,,,,,,,,,,,,,,,,
Hazelwood North,3840,-38.2671612,146.4495924,18197,,,,,,,,,,,,,,,,
Hazelwood South,3840,-38.2671612,146.4495924,18217,,,,,,,,,,,,,,,,
Healesville,3777,-37.5848772,145.5136433,18247,,,,,,,,,,,,,,,,
Heath Hill,3981,-38.1825837,145.5912693,18257,,,,,,,,,,,,,,,,
Heathcote,3523,-36.8919051,144.7412036,18277,,,,,,,,,,,,,,,,
Heathcote Junction,3758,-37.3787648,145.0383133,18287,,,,,,,,,,,,,,,,
Heathcote South,3523,-36.8919051,144.7412036,18307,,,,,,,,,,,,,,,,
Heatherton,3202,-37.9529597,145.0879338,18327,,,,,,,,,,,,,,,,
Heathmont,3135,-37.8218486,145.2535448,18347,,,,,,,,,,,,,,,,
Hedley,3967,-38.6705951,146.5392256,18357,,,,,,,,,,,,,,,,
Heidelberg,3084,-37.7436031,145.0769045,18387,,,,,,,,,,,,,,,,
Heidelberg Heights,3081,-37.7417753,145.0438252,18397,,,,,,,,,,,,,,,,
Heidelberg West,3081,-37.7417753,145.0438252,18427,,,,,,,,,,,,,,,,
Hepburn Springs,3461,-37.286475,144.1938221,18507,,,,,,,,,,,,,,,,
Herne Hill,3218,-38.1180538,144.2047333,18527,,,,,,,,,,,,,,,,
Hesket,3442,-37.3324774,144.5437205,18557,,,,,,,,,,,,,,,,
Hesse,3321,-38.1130535,143.9541563,18567,,,,,,,,,,,,,,,,
Hexham,3273,-37.9654484,142.6814062,18577,,,,,,,,,,,,,,,,
Heytesbury Lower,3268,-38.4984954,142.9385002,18607,,,,,,,,,,,,,,,,
Heywood,3304,-37.9678788,141.3889736,18617,,,,,,,,,,,,,,,,
Hiamdale,3847,-38.2317005,146.8086278,18627,,,,,,,,,,,,,,,,
High Camp,3764,-37.2531649,144.9171412,18697,,,,,,,,,,,,,,,,
Highett,3190,-37.9487497,145.0410692,18717,,,,,,,,,,,,,,,,
Highlands,3660,-37.0435482,145.2480193,18727,,,,,,,,,,,,,,,,
Highton,3216,-38.1747227,144.3139277,18747,,,,,,,,,,,,,,,,
Hilgay,3315,-37.4420537,141.7255991,18767,,,,,,,,,,,,,,,,
Hill End,3825,-38.0474021,146.2929381,18777,,,,,,,,,,,,,,,,
Hillcrest,3351,-37.6978029,143.0029169,18787,,,,,,,,,,,,,,,,
Hilldene,3660,-37.0435482,145.2480193,18807,,,,,,,,,,,,,,,,
Hillside,3037,-37.6940036,144.7521888,18837,,,,,,,,,,,,,,,,
Hinnomunjie,3898,-37.022052,147.5079912,18887,,,,,,,,,,,,,,,,
Hmas Cerberus,3920,-38.3943242,145.2093505,18907,,,,,,,,,,,,,,,,
Hoddles Creek,3139,-37.8251456,145.5579927,18937,,,,,,,,,,,,,,,,
Hollands Landing,3862,-37.4228208,147.1915504,48457,,,,,,,,,,,,,,,,
Homerton,3304,-37.9678788,141.3889736,18997,,,,,,,,,,,,,,,,
Homewood,3717,-37.3030137,145.402868,19007,,,,,,,,,,,,,,,,
Hopetoun,3396,-35.7360202,142.318772,19037,,,,,,,,,,,,,,,,
Hoppers Crossing,3029,-37.8282806,144.7082568,19067,,,,,,,,,,,,,,,,
Hordern Vale,3238,-38.7443167,143.4122052,19097,,,,,,,,,,,,,,,,
Horfield,3567,-35.9048344,144.2374759,19107,,,,,,,,,,,,,,,,
Horsham,3400,-36.7204107,142.1806128,19137,,,,,,,,,,,,,,,,
Hotham Heights,3741,-36.882628,147.0562333,19167,,,,,,,,,,,,,,,,
Hotspur,3303,-37.9603082,141.5570726,19177,,,,,,,,,,,,,,,,
Hughesdale,3166,-37.9006677,145.0989646,19257,,,,,,,,,,,,,,,,
Humevale,3757,-37.4666309,145.1596592,19287,,,,,,,,,,,,,,,,
Hunter,3558,-36.4802144,144.5875645,19297,,,,,,,,,,,,,,,,
Huntingdale,3166,-37.9006677,145.0989646,19317,,,,,,,,,,,,,,,,
Huntly North,3551,-36.8021738,144.4779988,19347,,,,,,,,,,,,,,,,
Huon,3695,-36.3055342,147.1238691,19357,,,,,,,,,,,,,,,,
Hurstbridge,3099,-37.5885255,145.2148736,19387,,,,,,,,,,,,,,,,
Iguana Creek,3875,-37.6874281,147.5532762,19407,,,,,,,,,,,,,,,,
Illawarra,3381,-37.1716807,142.5745556,19427,,,,,,,,,,,,,,,,
Illowa,3282,-38.2971689,142.3719834,19437,,,,,,,,,,,,,,,,
Indented Head,3223,-38.1610488,144.6753231,19447,,,,,,,,,,,,,,,,
Indigo Valley,3688,-36.1542047,146.7299747,19477,,,,,,,,,,,,,,,,
Inglewood,3517,-36.515547,143.8671868,19497,,,,,,,,,,,,,,,,
Ingliston,3342,-37.6114047,144.215646,19507,,,,,,,,,,,,,,,,
Inkerman,3472,-36.8747643,143.6068646,19527,,,,,,,,,,,,,,,,
Invergordon,3636,-36.102425,145.5136433,19537,,,,,,,,,,,,,,,,
Inverleigh,3321,-38.1130535,143.9541563,19577,,,,,,,,,,,,,,,,
Inverloch,3996,-38.6086874,145.7800733,19587,,,,,,,,,,,,,,,,
Iona,3815,-38.0771825,145.7245012,19647,,,,,,,,,,,,,,,,
Iraak,3494,-34.540636,142.1487691,19657,,,,,,,,,,,,,,,,
Irishtown,3451,-37.0991896,144.1938221,19667,,,,,,,,,,,,,,,,
Ironbark,3550,-36.7665875,144.2920769,19677,,,,,,,,,,,,,,,,
Irrewarra,3249,-38.36853,143.4338092,19687,,,,,,,,,,,,,,,,
Irymple,3498,-34.2495272,142.159382,19727,,,,,,,,,,,,,,,,
Ivanhoe,3079,-37.7698427,145.0438252,19767,,,,,,,,,,,,,,,,
Ivanhoe East,3079,-37.7698427,145.0438252,19787,,,,,,,,,,,,,,,,
Jacana,3047,-37.6763574,144.9336544,19797,,,,,,,,,,,,,,,,
Jack River,3971,-38.5613687,146.6065057,19817,,,,,,,,,,,,,,,,
Jackass Flat,3556,-36.6478425,144.1938221,19827,,,,,,,,,,,,,,,,
Jan Juc,3228,-38.3419249,144.2374759,19897,,,,,,,,,,,,,,,,
Jancourt,3266,-38.3948462,143.1534436,19907,,,,,,,,,,,,,,,,
Jancourt East,3266,-38.3948462,143.1534436,19917,,,,,,,,,,,,,,,,
Jarklin,3517,-36.515547,143.8671868,19937,,,,,,,,,,,,,,,,
Jarvis Creek,3700,-36.2031354,147.168985,19957,,,,,,,,,,,,,,,,
Jeeralang,3840,-38.2671612,146.4495924,19967,,,,,,,,,,,,,,,,
Jeeralang Junction,3840,-38.2671612,146.4495924,19977,,,,,,,,,,,,,,,,
Jeetho,3945,-38.3930465,145.6911745,19997,,,,,,,,,,,,,,,,
Jeffcott,3480,-36.3286415,142.9170407,48467,,,,,,,,,,,,,,,,
Jeparit,3423,-36.134382,141.9791849,20027,,,,,,,,,,,,,,,,
Jeruk,3527,-36.0005012,143.2611514,20037,,,,,,,,,,,,,,,,
